,YR,MO,DY,HR,LAT,LON,IM,ATTC,TI,LI,DS,VS,NID,II,ID,C1,DI,D,WI,W,VI,VV,WW,W1,SLP,A,PPP,IT,AT,WBTI,WBT,DPTI,DPT,SI,SST,N,NH,CL,HI,H,CM,CH,WD,WP,WH,SD,SP,SH,BSI,B10,B1,DCK,SID,PT,DUPS,DUPC,TC,PB,WX,SX,C2,AQCS,ND,TRMS,NQCS,QCE,LZ,QCZ,UID,RN1,RN2,RN3,RSA,IRF,grid_group,climate_zone,target_zone,comments
4848,1797,3,30.0,6.0,17.7,90.95,1,3,0.0,6,,,,10,699,UK,,238.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,70,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035BD,3,0,0,2,1,"(90, 17)",1,1.0,"    ,ENGLISH     ,WSW, SWBW     ,LIGHT BREEZES     ,    ,    ,    ,CLOUDY WEATHER    ,   "
4849,1797,3,30.0,6.0,12.93,83.32,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,,,,,,,,,,,28.1,,,,,,,,,,,,,,,,,,,,,258,23,248,148,5,0,,,,,,,,2.0,F1FF6F,17AAA91AAAAAAA,,,,CZ3XO6,3,0,0,2,1,"(83, 12)",1,1.0,"CLEAR,,,,,,,,"
4850,1797,3,30.0,6.0,11.15,88.83,1,3,0.0,5,,,3.0,10,ESSEX 4,,,,,,,,,,1005.3,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,18,248,148,5,0,,,,,,,,2.0,F1FF4F,17AAA11AAAAAAA,,,,CZ3XO7,3,0,0,2,1,"(88, 11)",1,1.0,"FAIR,FINE     ,SMOOTH,,,,,,,"
4851,1797,3,30.0,6.0,11.12,89.53,1,3,0.0,5,,,3.0,10,MANSHIP 1,,,47.0,5.0,6.7,,,,,1008.7,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,19,248,148,5,0,,,,,,,,2.0,F1111F,11AAA11AAAAAAA,,,,CZ3XO8,3,0,0,2,1,"(89, 11)",1,1.0,"FAIR,,,,,,,,"
4857,1797,3,31.0,6.0,16.75,91.52,1,3,0.0,6,,,,10,699,UK,,238.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,61,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035BL,3,0,0,2,1,"(91, 16)",1,1.0,"    ,ENGLISH     ,SSW, SWBW     ,LIGHT BREEZES     ,    ,    ,    ,CLEAR WEATHER    ,   "
4859,1797,3,31.0,6.0,12.95,83.07,1,3,0.0,5,,,3.0,10,AIRLY CTL,,,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,23,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ3XOM,3,0,0,2,1,"(83, 12)",1,1.0,"FAIR,,,,,,,,"
4861,1797,3,31.0,6.0,12.77,83.7,1,3,0.0,5,,,3.0,10,MELV CSTL,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,258,23,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3XOO,3,0,0,2,1,"(83, 12)",1,1.0,"FAIR,,,,,,,,"
4862,1797,3,31.0,6.0,12.48,84.62,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,,,,,,,,,,,28.5,,,,,,,,,,,,,,,,,,,,,258,24,248,148,5,0,,,,,,,,2.0,F1FF6F,17AAA91AAAAAAA,,,,CZ3XOP,3,0,0,2,1,"(84, 12)",1,1.0,"FAIR,CLEAR,WARM,,,,,,,,"
4863,1797,3,31.0,6.0,10.6,88.4,1,3,0.0,5,,,3.0,10,ESSEX 4,,,,,,,,,,1005.3,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,8,248,148,5,0,,,,,,,,2.0,F1FF4F,17AAA11AAAAAAA,,,,CZ3XOQ,3,0,0,2,1,"(88, 10)",1,1.0,"FAIR,FINE,SULTRY,,,,,,,,"
4864,1797,3,31.0,6.0,10.6,89.12,1,3,0.0,5,,,3.0,10,MANSHIP 1,,,47.0,5.0,6.7,,,,,1008.8,,,,28.3,,,,,,,,,,,,,,,,,,,,,258,9,248,148,5,0,,,,,,,,2.0,F1111F,11AAA11AAAAAAA,,,,CZ3XOR,3,0,0,2,1,"(89, 10)",1,1.0,"FAIR,,,,,,,,"
4866,1797,4,1.0,6.0,15.73,91.98,1,3,0.0,6,,,,10,699,UK,,250.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,51,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035BT,3,0,0,2,1,"(91, 15)",1,1.0,"    ,ENGLISH     ,SBW, WSW     ,LIGHT BREEZES     ,    ,    ,    ,CLEAR WEATHER    ,   "
4867,1797,4,1.0,6.0,12.33,85.32,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,,,,,,,,,,,28.5,,,,,,,,,,,,,,,,,,,,,258,25,248,148,5,0,,,,,,,,2.0,F1FF6F,17AAA91AAAAAAA,,,,CZ3XP0,3,0,0,2,1,"(85, 12)",1,1.0,",,,,,,,,"
4868,1797,4,1.0,6.0,12.23,84.2,1,3,0.0,5,,,3.0,10,PC CHA  1,,,,,,,,,,,,,,29.7,,,,,,,,,,,,,,,,,,,,,258,24,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3XP1,3,0,0,2,1,"(84, 12)",1,1.0,"     ,SMOOTH,,,,,,,"
4869,1797,4,1.0,6.0,12.2,83.0,1,3,0.0,5,,,3.0,10,AIRLY CTL,,,159.0,5.0,6.7,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,258,23,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XP2,3,0,0,2,1,"(83, 12)",1,1.0,"FAIR,,,,,,,,"
4870,1797,4,1.0,6.0,12.15,84.15,1,3,0.0,5,,,3.0,10,MELV CSTL,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,258,24,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ3XP3,3,0,0,2,1,"(84, 12)",1,1.0,",,,,,,,,"
4871,1797,4,1.0,6.0,9.62,87.78,1,3,0.0,5,,,3.0,10,ESSEX 4,,,47.0,5.0,2.6,,,,,1005.3,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,97,248,148,5,0,,,,,,,,2.0,F1111F,11AAA11AAAAAAA,,,,CZ3XP4,3,0,0,2,1,"(87, 9)",1,1.0,"FAIR,FINE     ,SMOOTH,,,,,,,"
4872,1797,4,1.0,6.0,9.6,88.47,1,3,0.0,5,,,3.0,10,MANSHIP 1,,,,5.0,,,,,,1008.6,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,98,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ3XP5,3,0,0,2,1,"(88, 9)",1,1.0,"FAIR,,,,,,,,"
4875,1797,4,2.0,6.0,14.98,91.98,1,3,0.0,6,,,,10,699,UK,,261.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,41,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035C1,3,0,0,2,1,"(91, 14)",1,1.0,"    ,ENGLISH     ,VARIABLE, WBS     ,LIGHT BREEZES     ,    ,    ,    ,CLEAR WEATHER    ,   "
4876,1797,4,2.0,6.0,11.75,85.71,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,5.0,,,,,,,,,,28.5,,,,,,,,,,,,,,,,,,,,,258,15,248,148,5,0,,,,,,,,2.0,F1FF6F,12AAA91AAAAAAA,,,,CZ3XPE,3,0,0,2,1,"(85, 11)",1,1.0,"CLEAR,,,,,,,,"
4877,1797,4,2.0,6.0,11.67,83.92,1,3,0.0,5,,,3.0,10,PC CHA  1,,,125.0,5.0,2.6,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,258,13,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XPF,3,0,0,2,1,"(83, 11)",1,1.0,"FAIR     ,SMOOTH,,,,,,,"
4878,1797,4,2.0,6.0,11.65,82.88,1,3,0.0,5,,,3.0,10,AIRLY CTL,,,125.0,5.0,6.7,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,258,12,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XPG,3,0,0,2,1,"(82, 11)",1,1.0,"FAIR,,,,,,,,"
4879,1797,4,2.0,6.0,11.53,84.15,1,3,0.0,5,,,3.0,10,MELV CSTL,,,114.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,14,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ3XPH,3,0,0,2,1,"(84, 11)",1,1.0,"FAIR,FINE,,,,,,,,"
4880,1797,4,2.0,6.0,8.4,87.28,1,3,0.0,5,,,3.0,10,MANSHIP 1,,,,,,,,,,1008.4,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,87,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ3XPI,3,0,0,2,1,"(87, 8)",1,1.0,"FAIR,,,,,,,,"
4881,1797,4,2.0,6.0,8.33,86.65,1,3,0.0,5,,,3.0,10,ESSEX 4,,,,,,,,,,1003.5,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,86,248,148,5,0,,,,,,,,2.0,F1FF2F,17AAA11AAAAAAA,,,,CZ3XPJ,3,0,0,2,1,"(86, 8)",1,1.0,"CLOUDY,SMALL RAIN,,,,,,,,"
4883,1797,4,3.0,6.0,14.08,91.9,1,3,0.0,6,,,,10,699,UK,,250.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,41,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035C9,3,0,0,2,1,"(91, 14)",1,1.0,"    ,ENGLISH     ,WSW     ,LIGHT AIRS     ,    ,    ,    ,CLEAR    ,   "
4884,1797,4,3.0,6.0,11.32,85.55,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,258,15,248,148,5,0,,,,,,,,2.0,F1FF6F,1AAAA91AAAAAAA,,,,CZ3XPR,3,0,0,2,1,"(85, 11)",1,1.0,"CLEAR,WARM     ,SMOOTH SEA,,,,,,,"
4885,1797,4,3.0,6.0,11.22,82.68,1,3,0.0,5,,,3.0,10,AIRLY CTL,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,258,12,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3XPS,3,0,0,2,1,"(82, 11)",1,1.0,"FAIR,,,,,,,,"
4886,1797,4,3.0,6.0,11.22,83.29,1,3,0.0,5,,,3.0,10,PC CHA  1,,,,5.0,,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,258,13,248,148,5,0,,,,,,,,2.0,F1FFFF,12AAAA1AAAAAAA,,,,CZ3XPT,3,0,0,2,1,"(83, 11)",1,1.0,",,,,,,,,"
4887,1797,4,3.0,6.0,11.13,83.58,1,3,0.0,5,,,3.0,10,MELV CSTL,,,24.0,5.0,1.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,258,13,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XPU,3,0,0,2,1,"(83, 11)",1,1.0,"FAIR,FINE,,,,,,,,"
4891,1797,4,4.0,6.0,13.35,91.67,1,3,0.0,6,,,,10,699,UK,,238.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,31,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035CG,3,0,0,2,1,"(91, 13)",1,1.0,"    ,ENGLISH     ,WBS, SWBW     ,LIGHT BREEZES     ,    ,    ,    ,CLEAR WEATHER    ,   "
4892,1797,4,4.0,6.0,11.08,85.42,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,5.0,,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,258,15,248,148,5,0,,,,,,,,2.0,F1116F,12AAA91AAAAAAA,,,,CZ3XQ4,3,0,0,2,1,"(85, 11)",1,1.0,"CLEAR,,,,,,,,"
4893,1797,4,4.0,6.0,10.25,82.75,1,3,0.0,5,,,3.0,10,MELV CSTL,,,,,,,,,,,,,,30.6,,,,,,,,,,,,,,,,,,,,,258,2,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3XQ5,3,0,0,2,1,"(82, 10)",1,1.0,"FINE,,,,,,,,"
4897,1797,4,4.0,7.0,10.3,82.39,1,3,0.0,5,,,3.0,10,PC CHA  1,,,,5.0,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,258,2,248,148,5,0,,,,,,,,2.0,F1FFFF,12AAAA1AAAAAAA,,,,CZ3XQ9,3,0,0,2,1,"(82, 10)",1,1.0,"FAIR     ,VERY SMOOTH,,,,,,,"
4899,1797,4,5.0,6.0,12.58,91.28,1,3,0.0,6,,,,10,699,UK,,250.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,21,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035CM,3,0,0,2,1,"(91, 12)",1,1.0,"    ,ENGLISH     ,WBN, WSW     ,LIGHT BREEZES     ,    ,    ,    ,CLEAR WEATHER    ,   "
4900,1797,4,5.0,6.0,10.8,85.7,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,5.0,,,,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,,258,5,248,148,5,0,,,,,,,,2.0,F1116F,12AAA91AAAAAAA,,,,CZ3XQH,3,0,0,2,1,"(85, 10)",1,1.0,"CLEAR,HOT,,,,,,,,"
4906,1797,4,6.0,6.0,11.83,90.57,1,3,0.0,6,,,,10,699,UK,,283.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,10,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035CT,3,0,0,2,1,"(90, 11)",1,1.0,"    ,ENGLISH     ,WNW, WBN     ,LIGHT BREEZES     ,    ,    ,    ,CLEAR WEATHER    ,   "
4907,1797,4,6.0,6.0,10.52,85.77,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,5,248,148,5,0,,,,,,,,2.0,F1FF6F,17AAA91AAAAAAA,,,,CZ3XQU,3,0,0,2,1,"(85, 10)",1,1.0,"CLEAR,VERY HOT     ,SMOOTH SEA,,,,,,,"
4911,1797,4,6.0,7.0,9.78,81.85,1,3,0.0,5,,,3.0,10,AIRLY CTL,,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3XQY,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR,VERY HOT,,,,,,,,"
4912,1797,4,6.0,7.0,9.77,81.52,1,3,0.0,5,,,3.0,10,PC CHA  1,,,,5.0,,,,,,,,,,31.4,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F1FFFF,12AAAA1AAAAAAA,,,,CZ3XQZ,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR     ,STRONG CURRENT,,,,,,,"
4913,1797,4,7.0,6.0,11.53,90.28,1,3,0.0,6,,,,10,699,UK,,328.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,10,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035CZ,3,0,0,2,1,"(90, 11)",1,1.0,"    ,ENGLISH     ,NWBN     ,LIGHT BREEZES     ,    ,    ,    ,CLOUDY WEATHER    ,   "
4914,1797,4,7.0,6.0,9.92,85.45,1,3,0.0,5,,,3.0,10,QUEEN 4,,,148.0,5.0,2.6,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,95,248,148,5,0,,,,,,,,2.0,F1116F,11AAA91AAAAAAA,,,,CZ3XR7,3,0,0,2,1,"(85, 9)",1,1.0,"CLEAR,,,,,,,,"
4917,1797,4,7.0,7.0,9.75,81.32,1,3,0.0,5,,,3.0,10,PC CHA  1,,,181.0,5.0,2.6,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XRA,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR,PLEASANT     ,STRONG CURRENT,,,,,,,"
4918,1797,4,7.0,7.0,9.72,81.78,1,3,0.0,5,,,3.0,10,MELV CSTL,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ3XRB,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR     ,STRONG CURRENT,,,,,,,"
4920,1797,4,7.0,7.0,9.6,81.8,1,3,0.0,3,,,3.0,10,AIRLY CTL,,,,5.0,,,,,,,,,,27.2,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F1FFFF,12AAAA1AAAAAAA,,,,CZ3XRD,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR     ,STRONG CURRENT,,,,,,,"
4921,1797,4,8.0,6.0,11.15,90.22,1,3,0.0,6,,,,10,699,UK,,272.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,10,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035D6,3,0,0,2,1,"(90, 11)",1,1.0,"    ,ENGLISH     ,N, W     ,LIGHT AIRS     ,    ,    ,    ,CLEAR    ,   "
4922,1797,4,8.0,6.0,9.57,85.67,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,,,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,95,248,148,5,0,,,,,,,,2.0,F1FF6F,17AAA91AAAAAAA,,,,CZ3XRL,3,0,0,2,1,"(85, 9)",1,1.0,"HAZY,UNPLEASANT,HOT,,,,,,,,"
4923,1797,4,8.0,7.0,9.67,81.07,1,3,0.0,5,,,3.0,10,PC CHA  1,,,136.0,5.0,2.6,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XRM,3,0,0,2,1,"(81, 9)",1,1.0,"CLEAR     ,SMOOTH,STRONG CURRENT,,,,,,,"
4925,1797,4,8.0,7.0,9.55,81.68,1,3,0.0,5,,,3.0,10,MELV CSTL,,,,,,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ3XRO,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR     ,STRONG CURRENT,,,,,,,"
4928,1797,4,9.0,6.0,10.75,89.92,1,3,0.0,6,,,,10,699,UK,,317.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,9,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035DD,3,0,0,2,1,"(89, 10)",1,1.0,"    ,ENGLISH     ,WNW, NW     ,LIGHT AIRS     ,    ,    ,    ,CLEAR    ,   "
4929,1797,4,9.0,6.0,9.2,85.38,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,,,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,95,248,148,5,0,,,,,,,,2.0,F1FF6F,17AAA91AAAAAAA,,,,CZ3XRZ,3,0,0,2,1,"(85, 9)",1,1.0,"HAZY,HOT,OPPRESIVE,,,,,,,,"
4931,1797,4,9.0,7.0,9.78,81.88,1,3,0.0,5,,,3.0,10,AIRLY CTL,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F3FFFF,1AAAAA1AAAAAAA,,,,CZ3XS1,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR,,,,,,,,"
4932,1797,4,9.0,7.0,9.77,81.28,1,3,0.0,5,,,3.0,10,PC CHA  1,,,170.0,5.0,9.3,,,,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F113FF,11AAAA1AAAAAAA,,,,CZ3XS2,3,0,0,2,1,"(81, 9)",1,1.0,"     ,STRONG CURRENT,,,,,,,"
4933,1797,4,9.0,7.0,9.7,81.92,1,3,0.0,5,,,3.0,10,MELV CSTL,,,181.0,5.0,1.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XS3,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR     ,CURRENT,,,,,,,"
4936,1797,4,10.0,6.0,10.05,89.02,1,3,0.0,6,,,,10,699,UK,,295.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,9,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035DL,3,0,0,2,1,"(89, 10)",1,1.0,"    ,ENGLISH     ,NW, WNW     ,LIGHT BREEZES     ,    ,    ,    ,CLOUDY WEATHER    ,   "
4937,1797,4,10.0,6.0,8.68,85.75,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,,,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,85,248,148,5,0,,,,,,,,2.0,F1FF6F,1AAAA91AAAAAAA,,,,CZ3XSD,3,0,0,2,1,"(85, 8)",1,1.0,"HAZY,,,,,,,,"
4938,1797,4,10.0,7.0,9.7,81.08,1,3,0.0,3,,,3.0,10,PC WALE 3,,,,,,,,,,,,,,29.7,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ3XSE,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR,,,,,,,,"
4939,1797,4,10.0,7.0,9.65,82.12,1,3,0.0,5,,,3.0,10,AIRLY CTL,,,,5.0,,,,,,,,,,32.2,,,,,,,,,,,,,,,,,,,,,294,92,248,148,5,0,,,,,,,,2.0,F5FFFF,12AAAA1AAAAAAA,,,,CZ3XSF,3,0,0,2,1,"(82, 9)",1,1.0,"FAIR,,,,,,,,"
4940,1797,4,10.0,7.0,9.53,82.08,1,3,0.0,5,,,3.0,10,MELV CSTL,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,92,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ3XSG,3,0,0,2,1,"(82, 9)",1,1.0,"FINE     ,CURRENT,,,,,,,"
4941,1797,4,10.0,7.0,9.45,81.55,1,3,0.0,5,,,3.0,10,PC CHA  1,,,215.0,5.0,2.6,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XSH,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR     ,SMOOTH,,,,,,,"
4944,1797,4,11.0,6.0,9.42,82.67,1,3,0.0,5,,,3.0,10,AIRLY CTL,,,204.0,5.0,9.3,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,92,248,148,5,0,,,,,,,,2.0,F113FF,11AAAA1AAAAAAA,,,,CZ3XSR,3,0,0,2,1,"(82, 9)",1,1.0,"HAZY,FAIR,,,,,,,,"
4945,1797,4,11.0,6.0,9.1,82.72,1,3,0.0,5,,,3.0,10,MELV CSTL,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,92,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ3XSS,3,0,0,2,1,"(82, 9)",1,1.0,"SQUALLY,FAIR,,,,,,,,"
4946,1797,4,11.0,6.0,8.0,86.18,1,3,0.0,5,,,3.0,10,QUEEN 4,,,,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,294,86,248,148,5,0,,,,,,,,2.0,F1FF6F,1AAAA91AAAAAAA,,,,CZ3XST,3,0,0,2,1,"(86, 8)",1,1.0,"CLOUDY,HAZE     ,LONG SWELL,,,,,,,"
4947,1797,4,11.0,7.0,9.3,81.26,1,3,0.0,3,,,3.0,10,PC WALE 3,,,226.0,5.0,9.3,,,,,,,,,30.3,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XSU,3,0,0,2,1,"(81, 9)",1,1.0,"HAZY,CLOUDY,FAIR,,,,,,,,"
4948,1797,4,11.0,7.0,8.77,81.63,1,3,0.0,3,,,3.0,10,PC CHA  1,,,238.0,5.0,9.3,,,,,,,,,30.6,,,,,,,,,,,,,,,,,,,,,294,81,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ3XSV,3,0,0,2,1,"(81, 8)",1,1.0,"FAIR     ,SMOOTH,,,,,,,"
4951,1797,4,12.0,6.0,9.23,88.15,1,3,0.0,6,,,,10,699,UK,,216.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,98,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035E1,3,0,0,2,1,"(88, 9)",1,1.0,"    ,ENGLISH     ,NW, SWBS     ,LIGHT AIRS     ,    ,    ,    ,CLOUDY WEATHER    ,   "
4952,1797,4,12.0,6.0,8.88,82.65,1,3,0.0,3,,,3.0,10,AIRLY CTL,,,226.0,5.0,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,82,248,148,5,0,,,,,,,,2.0,FF33FF,11AAAAAAAAAAAA,,,,CZ3XT6,3,0,0,2,1,"(82, 8)",1,1.0,"FAIR,,,,,,,,"
4954,1797,4,12.0,7.0,9.03,81.44,1,3,0.0,3,,,3.0,10,PC WALE 3,,,204.0,5.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F111FF,12AAAA1AAAAAAA,,,,CZ3XT8,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR,VERY HOT,SULTRY,PLEASANT,,,,,,,,"
4957,1797,4,13.0,6.0,8.93,88.12,1,3,0.0,6,,,,10,699,UK,,205.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,88,730,133,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,0035E9,3,0,0,2,1,"(88, 8)",1,1.0,"    ,ENGLISH     ,SSW     ,LIGHT AIRS     ,    ,    ,    ,CLEAR WEATHER    ,   "
4959,1797,4,13.0,7.0,9.52,81.62,1,3,0.0,3,,,3.0,10,PC WALE 3,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ3XTJ,3,0,0,2,1,"(81, 9)",1,1.0,"HOT,SULTRY,,,,,,,,"
